original_file_id,press_release_conclusion,press_release_strength,abstract_conclusion,abstract_strength,exaggeration_label
15-11-025-1,"A study of schizophrenia patients has found profound disruptions in their sleep patterns, with half also having irregular body clocks that are out of synch with the pattern of night and day.",1,Significant sleep/circadian disruption occurred in all the participants with schizophrenia.,1,same
02-11-005-1,MicroRNAs could increase the risk of amputation in diabetics,2,We found that microRNA-503 (miR-503) expression in ECs is upregulated in culture conditions mimicking diabetes mellitus (high D-glucose) and ischemia-associated starvation (low growth factors).,3,downplays
07-11-037-1,"New research published this week suggests the growth rate of the brain’s cerebral cortex in babies born prematurely may predict how well they are able to think, speak, plan and pay attention later childhood.",2,"The rate of cerebral cortical growth between 24 and 44 weeks PMA predicts global ability in later childhood, particularly complex cognitive functions but not motor functions.",3,downplays
01-11-016-1,"High blood pressure should be diagnosed using ambulatory blood pressure monitoring (repeated measurements throughout a 24-hour period), which is not only more clinically accurate than clinic-based measurements but is better value for money, according to University of Birmingham research published online today in the Lancet.",1,Ambulatory monitoring as a diagnostic strategy for hypertension after an initial raised reading in the clinic would reduce misdiagnosis and save costs.,2,downplays
07-11-041-1,Switching drugs improves breast cancer patient survival rates,3,The protective effect of switching to exemestane compared with continuing on tamoxifen on risk of relapse or death was maintained for at least 5 years post-treatment and was associated with a continuing beneficial impact on overall survival.,1,exaggerates
08-11-020-1,Serious mental illness shortens lives,3,"The impact of serious mental illness on life expectancy is marked and generally higher than similarly calculated impacts of well-recognised adverse exposures such as smoking, diabetes and obesity.",1,exaggerates
14-11-009-1,The first study of its kind in the world — involving 336 children aged between six months and 16 years old — has shown that installing a water softener for three months brings no additional relief for eczema sufferers.,0,Water softeners provided no additional benefit to usual care in this study population.,0,same
25-145,Women in developed nations with strong Catholic heritage less likely to breastfeed,1,"In this ecological study, we found consistent negative correlations between Catholicism and breast feeding initiation rates.",1,same
04-021,A study by Cardiff University has found several areas of primary care where improvements are needed to reduce harm to sick children.,0,This study highlights opportunities to reduce iatrogenic harm and avoidable child deaths.,0,same
01-11-020-1,"* Adjunctive daily supplementation with encapsulated fruit, vegetable and berry juice powder concentrates and clinical periodontal outcomes: a double-blind RCT.",3,"Adjunctive juice powder concentrates appear to improve initial pocket depth reductions in nutritionally replete patients, where plasma micronutrient bioavailability is attainable.",1,exaggerates
07-11-005-1,Study suggests why HIV-uninfected babies born to mothers with HIV might be more vulnerable to infections,2,"Among South African infants, antenatal HIV exposure was associated with lower specific antibody responses in exposed uninfected infants compared with unexposed infants at birth, but with robust responses following routine vaccination.",1,exaggerates
07-11-010-1,Sugary drinks associated with higher blood pressure,1,SSB intake higher by 1 serving per day (355 mL/24 hours) was associated with systolic/diastolic BP differences of +1.6/+0.8 mm Hg (both P <0.001) and +1.1/+0.4 mm Hg ( P <0.001/<0.05) with adjustment for weight and height.,1,same
