Titulo,Subtitulo,Noticia,Categoria,Data,Autor,URL
É# FAKE que Caxias do Sul não determinou distanciamento social e não registrou óbitos pela Covid-19,"Prefeitura fechou todo o comércio já em março. São 4 mortes e 143 casos confirmados, segundo a prefeitura.",circular rede social o população cidade gaúcho caxias sul submetido o medir isolamento social e ocorrer morte decorrência covid-19 oficiar prefeitura o cidade serrar gaúcho registrar óbito doença haver caso confirmar o decretar situação emergência contar coronavírus entanto publicar dia março determinar o fechamento “ absolutamente ” esclarecer o município “ informação rede social caxias sul falso o cidade ficar totalmente parar o dia abril ” o comunicar enviar cbn o cidade seguir o planar distanciamento traçar governar passar o governador eduardo leite autorizar o retomar setores restrição,brasil, 27/05/2020," Por Roberta Pennafort, CBN ",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/05/27/e-fake-que-caxias-do-sul-nao-determinou-distanciamento-social-e-nao-registrou-obitos-pela-covid-19.ghtml
"
  Vídeo de presos comemorando é de 2016, sem relação com a anulação de condenações de Lula","Uma sequência que mostra detentos supostamente cantando um jingle do ex-presidente Lula foi visualizada mais de 152 mil vezes nas redes sociais em algumas horas. As publicações afirmam que se trata da comemoração de presos após o ministro do Supremo Tribunal Federal Edson Fachin decidir, no último dia 8 de março, anular as decisões da 13ª Vara Federal de Curitiba em ações contra o ex-governante. Mas este vídeo é de julho de 2016 e no áudio original não há qualquer menção a Lula.Envie-nos por WhatsApp Email",“ presidiário comemorar decisão ministrar edson fachin stf anular condenação ex presidiário lula ” e “ amigo luladrão ficar feliz o decisão ministrar fachin ” legendar contido postagens o gravação visualizar dezena milhar facebook instagram e twitter vídeo diverso preso pular parecer cantar “ olê olê olê olá lula lula ” jingle comumente ouvir manifestação o ex-presidente governar o brasil o o versão original sequência julho quase ano decisão tomar ministrar supremo tribunal federal stf edson fachin e conter o canção pró-lula,brasil,9/03/2021 às 19:59,AFP Brasil,https://checamos.afp.com//video-de-presos-comemorando-e-de-2016-sem-relacao-com-anulacao-de-condenacoes-de-lula
,,vídeo divulgar facebook expor manifestação o stf supremo tribunal federal brasília omitir imprensar o globo divulgar sair g1 dia folhar s.paulo impedir o divulgação hoje manhã stf o stf jogar o polícia o o começar o concentrar frente o o stf expulsar ministro marrar contar o texto acompanhar o vídeo minuto vídeo mulher gritar mostrar o polícia militar atirar bomba efeito moral manifestante vestir e amarelar frente stf brasília alô policiar tomate machucar ninguém manifestante o o microfone,entretenimento,06/11/2019 04h01 ,Lucas Borges Teixeira,https://noticias.uol.com.br/confere/ultimas-noticias/2019/11/06/corrente-usa-video-antigo-para-simular-censura-do-stf.htm
"

Cabrini descobre fraude na compra de kits de Covid-19 em Macapá e discute com prefeita #boato 
",Boato – O jornalista Roberto Cabrini discutiu com a prefeita de Macapá após denunciar fraude na  compra de kits e de vacina contra a Covid-19. ,roberto cabrini desembarcar macapá pra reportagem o superfaturamento kit covid-19 olhar o reação prefeito dem enfim descobrir o “ fraudemia ” virar o brasil cabeça … roberto cabrini desembarcar macapá pra reportagem o superfaturamento kit covid-19 olhar o reação prefeito dem importante o e vidar brasil mostrar o político prefeito o governador deus justiçar assassino roberto cabrini macapá o prefeito comprar vacinar super faturadas infelizmente acontecer varios municipio calar vereador e tras corona virus comprar medicamento preço exorbitante acredite!roberto cabrini desembarcar macapá pra reportagem o superfaturamento kit covid-19 olhar o reação prefeito,saúde,17/04/2021,"
Carol Lira ",https://www.boatos.org/saude/cabrini-fraude-compra-kits-covid-19-macapa.html
Tuíte engana ao afirmar que sol mata o coronavírus,,tuíte referência o estimativo estudar basear modelo antigo criar vírus especialista ouvir estudar conclusão,saúde,2020/09/10,Comprova,https://projetocomprova.com.br/publicações/tuite-engana-ao-afirmar-que-sol-mata-o-coronavirus/
É #FAKE que ministros do STF não podem mudar voto durante julgamento,"Segundo o Supremo Tribunal Federal, mudanças podem, sim, ocorrer 'dentro do mesmo julgamento'. Especialista refuta argumento usado em mensagem falsa. Caso citado em boato é o mesmo de 2018, mas estava suspenso desde então após pedido de vista feito pelo ministro Gilmar Mendes.",circular rede social mensagem o ministro cármen lúcia cometer crime responsabilidade o o mudar o votar durante julgamento ex-juiz federal sergio morar casar triplex guarujá sessão dia março o ministro cármen lúcia mudar o votar proferir voto o o 2ª turma stf declarar o ex-juiz sergio morar agir parcialidade o o condenar o ex-presidente luiz inácio lula silvar casar triplex guarujá cármen lúcia justificar elemento juntar o o processar permitir análise fato mensagem falso circular web citar o artigo lei nº 1.079 abril definir crime responsabilidade e regular o respectivo processar julgamento descumprir o lei o artigo enquadrar crime responsabilidade ministro supremo tribunal federal o alteração exceto recurso o decisão votar proferir sessão tribunal,política, 02/04/2021," Por Thaís Matos, G1 ",https://g1.globo.com/fato-ou-fake/noticia/2021/04/02/e-fake-que-ministros-do-stf-nao-podem-mudar-voto-durante-julgamento.ghtml
"
  A matéria sobre queda em atendimento é anterior a pedido de Bolsonaro para filmar hospitais","Publicações compartilhadas mais de 8 mil vezes em redes sociais desde meados de junho asseguram que emissoras de TV passaram a mostrar uma redução na procura por atendimento de pacientes de COVID-19 no Brasil após o presidente Jair Bolsonaro pedir que seus apoiadores filmem hospitais públicos “para mostrar se os leitos estão ocupados ou não”. A reportagem usada para embasar a alegação foi exibida, no entanto, horas antes do presidente fazer o polêmico pedido. Desde então, diversas outras matérias retrataram grande ocupação em hospitais.Envie-nos por WhatsApp Email",“ o presidente pedir o filmar hospital e eis o milagre acontecer comedir o esvaziar pronto atendimento hospital campanha e leito uti supostamente lotar brasil ” umtuíte acompanhar reportagem vídeo tv globo quedo procurar atendimento hospital localizar cidade rir janeiro mensagem semelhante replicar milhar publicação facebook twitter e instagram o dia junho “ bolsonaro razão o pandemia político ” comentar usuário postagens “ olhar o motivar esquerdo querer o filmace sic e ficar acusar o presidente esquerdista ” escrever outro,brasil,18/06/2020 às 21:15,AFP Brasil,https://checamos.afp.com//materia-sobre-queda-em-atendimento-e-anterior-pedido-de-bolsonaro-para-filmar-hospitais
o verdade sobrar o “ fábula ” formigo vermelho e preto viralizou o rede social,,inúmero usários copiar e colar história perfil e obter expressivo compartilhamentos,entretenimento,5/10/20205,marco faustino,https://www.e-farsas.com/a-verdade-sobre-a-fabula-das-formigas-vermelhas-e-pretas-que-viralizou-nas-redes-sociais.html
Publicação mistura informações verdadeiras com dados imprecisos sobre meio ambiente no Brasil,,sequência tuítes lista brasileiro dever querer lacrar o temer ambientar impreciso e s defender político ambientar,política,2020/10/13,Comprova,https://projetocomprova.com.br/publicações/publicacao-mistura-informacoes-verdadeiras-com-dados-imprecisos-sobre-meio-ambiente-no-brasil/
É #FAKE que em Gana casais têm de se vestir de noivos para se divorciar ,"Mensagem falsa mostra noivos vestidos como no dia de casamento e atrás a inscrição 'sala de divórcio'. Imagem, porém, foi manipulada. Foto original mostra casamento realizado em 2009 em outro país africano: Uganda.",circular rede social post imagem noivo sentar o parede o inscrição sala divórcio golpe permitir juntar o imagem aparecer o legendar ganir vestir dia casamentar divorciar o imagem manipular e o mensagem fake o foto original inscrição parede feito uganda fotógrafo becky matthews e disponível agência alamy o descrição imagem citar casamentar coletivo igreja acampamento refugiar imagem agência mostrar o ocorrer n dia casamentar e divórcio detalhar reforçar o falsidade imagem o inscrição francês e o língua oficial ganir o inglês,mundo, 08/08/2019, Por G1 ,https://g1.globo.com/fato-ou-fake/noticia/2019/08/08/e-fake-que-em-gana-casais-tem-de-se-vestir-de-noivos-para-se-divorciar.ghtml
"

Vacina sem agulha está sendo aplicada no mundo todo, mostra vídeo #boato 
",Boato – Vídeo mostra pessoas sendo vacinadas com uma vacina sem agulha e denuncia grande farsa da vacinação contra a Covid-19.,“ tá o vacinar pfizer feito chino pessoa vacinar mentir agulhar pra outro agulhar pra farsa negar mentir né colocar o agulhar o agulhar pra seringar olhar tá o agulhar pra seringar pra pelar outro pra apertar achar o agulhar pra seringar e colocar o dedo … tá o dedo apertar ah o kamala olhadinha … o agulhar virar tirar … mostrar né mostrar câmera lento olhar ó … cadeira olhar mão d tirar o seringar e colocar cadeira pra virar tá tomar mentir pessoal ó … virar pessoal o obama clinton pessoal receber o vacinar mentir mentir ah agulhar receber o vacinar dedo pessoal pensar o gente besta ó o dedo ó vacinar mundo aplaudir ó o dedo d ó pra tá colocar o dedo vacinar ruim … o fauci o mandetta brasil tomar o vacinar esquerdar imprensar ficar dor braço direito mentir perna curto e outro receber o vacinar camisa e né ninguém tá tomar médico d recusar o tomar o alemanha fechar quase receber vacinar ninguém aparecer ninguém bobo né ”,saúde,20/01/2021,"
Kyene Becker ",https://www.boatos.org/saude/vacina-sem-agulha-sendo-aplicada-mundo-todo.html
"

Marcela Rodriguez, estudante brasileira, ganha segundo lugar em concurso de física nuclear #boato 
",Boato – Imagem mostra a estudante brasileira Marcela Rodriguez. Ela ganhou o segundo lugar em um concurso de física nuclear na Rússia.,marcela rodriguez estudante colegio homero itaquaquecetuba acabar ganhar o concurso físico nuclear rússia futebolista agir movimento feminista o ninguém importar … viral d itaqua parabém o,ciência,13/12/2019,"
Edgard Matsuki ",https://www.boatos.org/ciencia/marcela-rodriguez-estudante-brasileira-segundo-lugar-concurso-fisica-nuclear.html
incrível história medicinar realmente acontecer,há muito tempo circula na internet uma história sobre “um dos momentos mais incríveis da medicina” envolvendo a descoberta da insulina.,lembrar o o insulina basicamente hormônio produzir pâncreas e função metabolizar o glicose açúcar sangue produção energia atua “ chave ” abrir “ fechadura ” célula corpo o glicose e n geração energético haver algum disfunção produção insulina — produção insulina — o pessoa diagnosticar o famoso diabete mellitus o controlo glicose sanguíneo necessário realizar o reposição exógeno insulina aplicação diário hormônio,saúde,13/01/2020,marco faustino,https://www.e-farsas.com/um-dos-momentos-mais-incriveis-da-historia-da-medicina-realmente-aconteceu.html
É #FAKE que vídeo mostre primeira-ministra da Austrália fingindo tomar vacina contra Covid-19,"Quem aparece nas imagens, na verdade, é a premier de Queensland. E ela não finge tomar vacina contra coronavírus; até porque não há nenhuma aprovada ainda. Na verdade, vídeo editado mostra ela apenas repetindo a cena de tomar a dose contra gripe a pedido de fotógrafos e cinegrafistas.",circular rede social imagem mostrar o político receber vacinar legendar ministro austrália propaganda tomar o vacinar o covid distribuir chino tomar observar o capa protetora seringar retirar o mensagem totalmente fake o mulher aparecer vídeo o primeira-ministra austrália o premier queensland país o nome d annastacia palaszczuk d imagem tomar vacinar o coronavírus haver aprovar tomar verdade vacinar o gripar o vídeo circular editar receber o dosar rápido cinegrafistas e fotógrafo pedir encenar novamente o aplicação o fato registrar o trecho viralizado,mundo, 03/07/2020," Por Roney Domingos, G1 ",https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/07/03/e-fake-que-video-mostre-primeira-ministra-da-australia-fingindo-tomar-vacina-contra-covid-19.ghtml
"

Papa Francisco pede que você amarre um pano branco na maçaneta da porta esta noite #boato 
","Boato – Para orar e se proteger do coronavírus, o papa Francisco pediu para que você amarre um pano branco na maçaneta da sua porta esta noite. Ele disse que pediu para Jesus para que a “praga vá embora”.",noite amarrar panar branco maçaneta portar o praga desaparecer o papar pedir passar o mensagem o fé hoje o praga pedir o o jesus oração senhor jesus unir irmão orar misericórdia permitir vírus lar colocar murar anjo tornar família e deixar palavra vivo salmo 91.10 o o praga vir o morar enviar anjo guardá-lo compartilhar ficar,entretenimento,03/04/2020,"
Edgard Matsuki ",https://www.boatos.org/religiao/papa-francisco-amarre-pano-branco-macaneta-porta-esta-noite.html
